Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Année édition
1,Igor Akinfeev,ru RUS,GK,CSKA Moscow,30,1986,6,6,540,6.0,11,1.83,40,29,72.5,0,3,3,0,0.0,0,0,0,0,,2016-2017
2,Miguel Ángel Moyá,es ESP,GK,Atlético Madrid,32,1984,1,1,90,1.0,2,2.00,5,3,60.0,1,0,0,0,0.0,0,0,0,0,,2016-2017
3,Alphonse Areola,fr FRA,GK,Paris S-G,23,1993,6,6,540,6.0,7,1.17,13,6,53.8,3,3,0,1,16.7,2,1,1,0,50.0,2016-2017
4,Milan Borjan,ca CAN,GK,Ludogorets,28,1987,1,1,90,1.0,3,3.00,4,1,25.0,0,0,1,0,0.0,0,0,0,0,,2016-2017
5,Claudio Bravo,cl CHI,GK,Manchester City,33,1983,4,4,323,3.6,5,1.39,12,7,58.3,1,2,1,1,25.0,1,0,1,0,100.0,2016-2017
6,Gianluigi Buffon,it ITA,GK,Juventus,38,1978,12,12,"1,080",12.0,7,0.58,27,20,74.1,8,3,1,8,66.7,1,0,1,0,100.0,2016-2017
7,Roman Bürki,ch SUI,GK,Dortmund,25,1990,8,8,720,8.0,10,1.25,27,17,63.0,4,1,3,3,37.5,1,0,0,1,,2016-2017
8,Ludovic Butelle,fr FRA,GK,Club Brugge,33,1983,6,6,540,6.0,14,2.33,45,31,75.6,0,0,6,0,0.0,5,3,1,1,25.0,2016-2017
9,Willy Caballero,ar ARG,GK,Manchester City,34,1981,5,4,393,4.4,11,2.52,23,12,52.2,2,1,1,0,0.0,1,0,1,0,100.0,2016-2017
10,Kiko Casilla,es ESP,GK,Real Madrid,29,1986,1,1,90,1.0,1,1.00,4,3,75.0,1,0,0,0,0.0,0,0,0,0,,2016-2017
11,Iker Casillas,es ESP,GK,Porto,35,1981,8,8,720,8.0,6,0.75,21,15,76.2,3,2,3,3,37.5,1,1,0,0,0.0,2016-2017
12,Radosław Cierzniak,pl POL,GK,Legia Warsaw,33,1983,1,1,90,1.0,8,8.00,9,1,11.1,0,0,1,0,0.0,0,0,0,0,,2016-2017
13,Jasper Cillessen,nl NED,GK,Barcelona,27,1989,1,1,90,1.0,0,0.00,3,3,100.0,1,0,0,1,100.0,0,0,0,0,,2016-2017
14,Morgan De Sanctis,it ITA,GK,Monaco,39,1977,1,1,90,1.0,3,3.00,7,4,57.1,0,0,1,0,0.0,1,0,0,1,,2016-2017
15,Soslan Dzhanayev,ru RUS,GK,Rostov,29,1987,6,6,540,6.0,12,2.00,40,28,72.5,1,2,3,1,16.7,2,1,1,0,50.0,2016-2017
16,Ederson,br BRA,GK,Benfica,22,1993,7,7,630,7.0,10,1.43,34,24,73.5,3,2,2,3,42.9,3,1,2,0,66.7,2016-2017
17,Craig Gordon,sct SCO,GK,Celtic,33,1982,5,5,450,5.0,9,1.80,26,17,69.2,0,3,2,0,0.0,1,1,0,0,0.0,2016-2017
18,Ben Hamer,eng ENG,GK,Leicester City,28,1987,1,1,90,1.0,5,5.00,8,3,50.0,0,0,1,0,0.0,1,1,0,0,0.0,2016-2017
19,Bernd Leno,de GER,GK,Leverkusen,24,1992,7,7,630,7.0,8,1.14,24,16,75.0,1,5,1,3,42.9,2,2,0,0,0.0,2016-2017
20,Dominik Livaković,hr CRO,GK,Dinamo Zagreb,21,1995,4,4,360,4.0,8,2.00,34,26,76.5,0,0,4,0,0.0,0,0,0,0,,2016-2017
21,Hugo Lloris,fr FRA,GK,Tottenham,29,1986,6,6,540,6.0,6,1.00,26,20,76.9,2,1,3,2,33.3,1,0,1,0,100.0,2016-2017
22,Anthony Lopes,pt POR,GK,Lyon,25,1990,6,6,540,6.0,3,0.50,20,17,90.0,2,2,2,3,50.0,2,1,0,1,0.0,2016-2017
23,Arkadiusz Malarz,pl POL,GK,Legia Warsaw,36,1980,5,5,450,5.0,16,3.20,46,30,65.2,1,1,3,1,20.0,0,0,0,0,,2016-2017
24,Keylor Navas,cr CRC,GK,Real Madrid,29,1986,12,12,"1,110",12.3,17,1.38,50,33,74.0,8,3,1,1,8.3,5,4,0,1,0.0,2016-2017
25,Neto,br BRA,GK,Juventus,27,1989,1,1,90,1.0,0,0.00,2,2,100.0,1,0,0,1,100.0,0,0,0,0,,2016-2017
26,Manuel Neuer,de GER,GK,Bayern Munich,30,1986,9,9,840,9.3,11,1.18,48,37,77.1,6,0,3,2,22.2,2,0,1,1,100.0,2016-2017
27,Jan Oblak,si SVN,GK,Atlético Madrid,23,1993,11,11,990,11.0,7,0.64,48,41,85.4,7,2,2,6,54.5,1,0,1,0,100.0,2016-2017
28,Robin Olsen,se SWE,GK,FC Copenhagen,26,1990,6,6,540,6.0,2,0.33,16,14,87.5,2,3,1,4,66.7,0,0,0,0,,2016-2017
29,David Ospina,co COL,GK,Arsenal,27,1988,8,8,720,8.0,16,2.00,40,24,62.5,4,2,2,1,12.5,1,1,0,0,0.0,2016-2017
30,Ramazan Özcan,at AUT,GK,Leverkusen,32,1984,1,1,90,1.0,0,0.00,3,3,100.0,1,0,0,1,100.0,0,0,0,0,,2016-2017
31,Remko Pasveer,nl NED,GK,PSV Eindhoven,32,1983,1,1,90,1.0,7,7.00,12,5,50.0,0,0,1,1,100.0,1,1,0,0,0.0,2016-2017
32,Rui Patrício,pt POR,GK,Sporting CP,28,1988,6,6,540,6.0,8,1.33,19,11,57.9,1,0,5,1,16.7,0,0,0,0,,2016-2017
33,Pepe Reina,es ESP,GK,Napoli,33,1982,8,8,720,8.0,14,1.75,24,10,45.8,3,2,3,1,12.5,1,1,0,0,0.0,2016-2017
34,Sergio Rico,es ESP,GK,Sevilla,22,1993,8,8,720,8.0,6,0.75,26,20,80.8,4,2,2,5,62.5,1,1,0,0,0.0,2016-2017
35,Artur Rudko,ua UKR,GK,Dynamo Kyiv,24,1992,5,5,450,5.0,4,0.80,19,15,89.5,1,2,2,2,40.0,2,2,0,0,0.0,2016-2017
36,Kasper Schmeichel,dk DEN,GK,Leicester City,29,1986,8,8,720,8.0,4,0.50,31,27,90.3,4,2,2,5,62.5,3,1,2,0,66.7,2016-2017
37,Adrian Šemper,hr CRO,GK,Dinamo Zagreb,18,1998,2,2,180,2.0,7,3.50,16,9,56.3,0,0,2,0,0.0,0,0,0,0,,2016-2017
38,Oleksandr Shovkovskiy,ua UKR,GK,Dynamo Kyiv,41,1975,1,1,90,1.0,2,2.00,5,3,60.0,0,0,1,0,0.0,,,,,,2016-2017
39,Yann Sommer,ch SUI,GK,M'Gladbach,27,1988,6,6,540,6.0,12,2.00,38,26,73.7,1,2,3,1,16.7,2,2,0,0,0.0,2016-2017
40,Vladislav Stoyanov,bg BUL,GK,Ludogorets,29,1987,5,5,450,5.0,12,2.40,36,24,66.7,0,3,2,1,20.0,0,0,0,0,,2016-2017
41,Danijel Subašić,hr CRO,GK,Monaco,31,1984,11,11,990,11.0,17,1.55,49,32,67.3,6,2,3,1,9.1,1,1,0,0,0.0,2016-2017
42,Marc-André ter Stegen,de GER,GK,Barcelona,24,1992,9,9,810,9.0,12,1.33,41,29,70.7,5,1,3,4,44.4,1,0,1,0,100.0,2016-2017
43,Kevin Trapp,de GER,GK,Paris S-G,26,1990,2,2,180,2.0,2,1.00,8,6,100.0,1,0,1,1,50.0,2,2,0,0,0.0,2016-2017
44,Sven Ulreich,de GER,GK,Bayern Munich,27,1988,1,1,90,1.0,1,1.00,4,3,100.0,0,0,1,0,0.0,1,1,0,0,0.0,2016-2017
45,Tomáš Vaclík,cz CZE,GK,Basel,27,1989,6,6,540,6.0,12,2.00,30,18,63.3,0,2,4,1,16.7,1,1,0,0,0.0,2016-2017
46,Dorus de Vries,nl NED,GK,Celtic,35,1980,1,1,90,1.0,7,7.00,9,2,22.2,0,0,1,0,0.0,0,0,0,0,,2016-2017
47,Roman Weidenfeller,de GER,GK,Dortmund,35,1980,2,2,180,2.0,6,3.00,15,9,60.0,1,1,0,0,0.0,0,0,0,0,,2016-2017
48,Tolga Zengin,tr TUR,GK,Beşiktaş,32,1983,1,1,90,1.0,1,1.00,6,5,83.3,0,1,0,0,0.0,0,0,0,0,,2016-2017
49,Ron-Robert Zieler,de GER,GK,Leicester City,27,1989,1,1,90,1.0,1,1.00,3,2,66.7,1,0,0,0,0.0,0,0,0,0,,2016-2017
50,Jeroen Zoet,nl NED,GK,PSV Eindhoven,25,1991,5,5,450,5.0,9,1.80,27,18,66.7,0,2,3,1,20.0,0,0,0,0,,2016-2017
1,Igor Akinfeev,ru RUS,GK,CSKA Moscow,29,1986,6,6,540,6.0,9,1.50,39,30,76.9,1,1,4,0,0.0,,,,,,2015-2016
2,Asmir Begović,ba BIH,GK,Chelsea,28,1987,5,5,450,5.0,3,0.60,16,13,81.3,3,1,1,3,60.0,,,,,,2015-2016
3,Diego Benaglio,ch SUI,GK,Wolfsburg,31,1983,8,8,720,8.0,9,1.13,43,34,79.1,5,0,3,4,50.0,,,,,,2015-2016
4,Gianluigi Buffon,it ITA,GK,Juventus,37,1978,8,8,750,8.3,9,1.08,36,27,75.0,3,3,2,3,37.5,,,,,,2015-2016
5,Willy Caballero,ar ARG,GK,Manchester City,33,1981,1,0,9,0.1,0,0.00,0,0,,0,0,0,0,,,,,,,2015-2016
6,Eduardo Carvalho,pt POR,GK,Dinamo Zagreb,32,1982,6,6,540,6.0,14,2.33,44,30,68.2,1,0,5,0,0.0,,,,,,2015-2016
7,Kiko Casilla,es ESP,GK,Real Madrid,28,1986,2,2,180,2.0,3,1.50,17,14,82.4,2,0,0,1,50.0,,,,,,2015-2016
8,Iker Casillas,es ESP,GK,Porto,34,1981,6,6,540,6.0,8,1.33,34,26,76.5,3,1,2,1,16.7,,,,,,2015-2016
9,Koen Casteels,be BEL,GK,Wolfsburg,23,1992,2,2,180,2.0,2,1.00,10,8,80.0,2,0,0,1,50.0,,,,,,2015-2016
10,Petr Čech,cz CZE,GK,Arsenal,33,1982,5,5,450,5.0,7,1.40,32,25,78.1,3,0,2,3,60.0,,,,,,2015-2016
11,Júlio César,br BRA,GK,Benfica,35,1979,7,7,630,7.0,8,1.14,30,22,73.3,4,1,2,2,28.6,,,,,,2015-2016
12,Sergei Chernik,by BLR,GK,BATE Borisov,27,1988,6,6,540,6.0,12,2.00,45,33,73.3,1,2,3,1,16.7,,,,,,2015-2016
13,Thibaut Courtois,be BEL,GK,Chelsea,23,1992,3,3,270,3.0,4,1.33,17,13,76.5,1,0,2,1,33.3,,,,,,2015-2016
14,Morgan De Sanctis,it ITA,GK,Roma,38,1977,1,0,40,0.4,2,4.50,4,2,50.0,0,0,0,0,,,,,,,2015-2016
15,Jaume Doménech,es ESP,GK,Valencia,24,1990,6,6,540,6.0,9,1.50,33,24,72.7,2,0,4,1,16.7,,,,,,2015-2016
16,Ederson,br BRA,GK,Benfica,21,1993,3,3,270,3.0,4,1.33,20,16,80.0,1,1,1,0,0.0,,,,,,2015-2016
17,Nenad Erić,kz KAZ,GK,FC Astana,33,1982,6,6,540,6.0,11,1.83,47,36,76.6,0,4,2,1,16.7,,,,,,2015-2016
18,David de Gea,es ESP,GK,Manchester Utd,24,1990,6,6,540,6.0,7,1.17,28,21,75.0,2,2,2,2,33.3,,,,,,2015-2016
19,Joe Hart,eng ENG,GK,Manchester City,28,1987,12,12,"1,071",11.9,12,1.01,60,48,80.0,6,3,3,3,25.0,,,,,,2015-2016
20,Anton Kanibolotskiy,ua UKR,GK,Shakhtar,27,1988,2,2,180,2.0,2,1.00,10,8,80.0,1,0,1,1,50.0,,,,,,2015-2016
21,Mikhail Kerzhakov,ru RUS,GK,Zenit,28,1987,2,2,180,2.0,2,1.00,4,2,50.0,2,0,0,0,0.0,,,,,,2015-2016
22,Bernd Leno,de GER,GK,Leverkusen,23,1992,6,6,540,6.0,12,2.00,40,28,70.0,1,3,2,0,0.0,,,,,,2015-2016
23,Yuri Lodygin,ru RUS,GK,Zenit,25,1990,6,6,540,6.0,7,1.17,36,29,80.6,3,0,3,2,33.3,,,,,,2015-2016
24,Anthony Lopes,pt POR,GK,Lyon,24,1990,6,6,540,6.0,9,1.50,37,28,75.7,1,1,4,1,16.7,,,,,,2015-2016
25,Fernando Muslera,uy URU,GK,Galatasaray,29,1986,6,6,540,6.0,10,1.67,48,38,79.2,1,2,3,0,0.0,,,,,,2015-2016
26,Keylor Navas,cr CRC,GK,Real Madrid,28,1986,11,11,"1,020",11.3,3,0.26,33,30,90.9,7,3,1,9,81.8,,,,,,2015-2016
27,Manuel Neuer,de GER,GK,Bayern Munich,29,1986,11,11,"1,020",11.3,11,0.97,61,50,82.0,7,2,2,4,36.4,,,,,,2015-2016
28,Jan Oblak,si SVN,GK,Atlético Madrid,22,1993,13,13,"1,230",13.7,8,0.59,61,53,86.9,6,4,3,8,61.5,,,,,,2015-2016
29,David Ospina,co COL,GK,Arsenal,26,1988,3,3,270,3.0,8,2.67,17,9,52.9,0,0,3,0,0.0,,,,,,2015-2016
30,Andriy Pyatov,ua UKR,GK,Shakhtar,31,1984,4,4,360,4.0,12,3.00,28,16,57.1,0,0,4,0,0.0,,,,,,2015-2016
31,Predrag Rajković,rs SRB,GK,Maccabi Tel Aviv,19,1995,6,6,540,6.0,16,2.67,53,37,69.8,0,0,6,0,0.0,,,,,,2015-2016
32,Sergio Rico,es ESP,GK,Sevilla,21,1993,6,6,540,6.0,11,1.83,46,35,76.1,2,0,4,2,33.3,,,,,,2015-2016
33,Roberto,es ESP,GK,Olympiacos,29,1986,6,6,540,6.0,13,2.17,46,33,71.7,3,0,3,1,16.7,,,,,,2015-2016
34,Oleksandr Rybka,ua UKR,GK,Dynamo Kyiv,28,1987,1,1,90,1.0,2,2.00,5,3,60.0,0,1,0,0,0.0,,,,,,2015-2016
35,Matz Sels,be BEL,GK,Gent,23,1992,8,8,720,8.0,11,1.37,36,25,69.4,3,1,4,1,12.5,,,,,,2015-2016
36,Oleksandr Shovkovskiy,ua UKR,GK,Dynamo Kyiv,40,1975,7,7,630,7.0,5,0.71,28,23,82.1,3,2,2,5,71.4,,,,,,2015-2016
37,Yann Sommer,ch SUI,GK,M'Gladbach,26,1988,6,6,540,6.0,12,2.00,32,20,62.5,1,2,3,1,16.7,,,,,,2015-2016
38,Wojciech Szczęsny,pl POL,GK,Roma,25,1990,8,8,680,7.6,20,2.65,54,34,63.0,1,3,4,1,12.5,,,,,,2015-2016
39,Marc-André ter Stegen,de GER,GK,Barcelona,23,1992,10,10,900,10.0,8,0.80,46,38,82.6,7,2,1,3,30.0,,,,,,2015-2016
40,Kevin Trapp,de GER,GK,Paris S-G,25,1990,10,10,900,10.0,6,0.60,40,34,85.0,6,2,2,5,50.0,,,,,,2015-2016
41,Sven Ulreich,de GER,GK,Bayern Munich,26,1988,1,1,90,1.0,0,0.00,5,5,100.0,1,0,0,1,100.0,,,,,,2015-2016
42,Johan Wiland,se SWE,GK,Malmö,34,1981,6,6,540,6.0,21,3.50,54,33,61.1,1,0,5,1,16.7,,,,,,2015-2016
43,Jeroen Zoet,nl NED,GK,PSV Eindhoven,24,1991,8,8,750,8.3,7,0.84,40,33,82.5,3,3,2,4,50.0,,,,,,2015-2016
1,Igor Akinfeev,ru RUS,GK,CSKA Moscow,28,1986,6,6,540,6.0,13,2.17,36,23,63.9,1,2,3,0,0.0,,,,,,2014-2015
2,Miguel Ángel Moyá,es ESP,GK,Atlético Madrid,30,1984,7,7,563,6.3,1,0.16,17,16,94.1,4,2,1,6,85.7,,,,,,2014-2015
3,Sinan Bolat,tr TUR,GK,Galatasaray,25,1988,1,1,90,1.0,4,4.00,6,2,33.3,0,0,1,0,0.0,,,,,,2014-2015
4,Milan Borjan,ca CAN,GK,Ludogorets,26,1987,1,1,90,1.0,1,1.00,8,7,87.5,0,0,1,0,0.0,,,,,,2014-2015
5,Gianluigi Buffon,it ITA,GK,Juventus,36,1978,13,13,"1,170",13.0,10,0.77,49,39,79.6,7,3,3,6,46.2,,,,,,2014-2015
6,Iker Casillas,es ESP,GK,Real Madrid,33,1981,10,10,900,10.0,9,0.90,40,31,77.5,6,2,2,5,50.0,,,,,,2014-2015
7,Petr Čech,cz CZE,GK,Chelsea,32,1982,3,3,270,3.0,1,0.33,12,11,91.7,2,1,0,2,66.7,,,,,,2014-2015
8,Júlio César,br BRA,GK,Benfica,34,1979,3,3,270,3.0,3,1.00,17,14,82.4,1,0,2,1,33.3,,,,,,2014-2015
9,Sergei Chernik,by BLR,GK,BATE Borisov,26,1988,5,5,450,5.0,21,4.20,40,19,47.5,1,0,4,0,0.0,,,,,,2014-2015
10,Jasper Cillessen,nl NED,GK,Ajax,25,1989,6,6,540,6.0,10,1.67,25,15,60.0,1,2,3,1,16.7,,,,,,2014-2015
11,Thibaut Courtois,be BEL,GK,Chelsea,22,1992,5,5,480,5.3,4,0.75,24,20,83.3,2,3,0,2,40.0,,,,,,2014-2015
12,Morgan De Sanctis,it ITA,GK,Roma,37,1977,4,4,360,4.0,11,2.75,25,14,56.0,1,1,2,0,0.0,,,,,,2014-2015
13,Fabiano,br BRA,GK,Porto,26,1988,9,9,810,9.0,11,1.22,27,16,59.3,6,2,1,4,44.4,,,,,,2014-2015
14,Ralf Fährmann,de GER,GK,Schalke 04,25,1988,6,6,540,6.0,14,2.33,31,17,54.8,2,2,2,1,16.7,,,,,,2014-2015
15,Andrés Fernández,es ESP,GK,Porto,27,1986,1,1,90,1.0,1,1.00,2,1,50.0,0,1,0,0,0.0,,,,,,2014-2015
16,Jasmin Handanović,si SVN,GK,NK Maribor,36,1978,6,6,540,6.0,13,2.17,48,35,72.9,0,3,3,0,0.0,,,,,,2014-2015
17,Joe Hart,eng ENG,GK,Manchester City,27,1987,8,8,720,8.0,11,1.37,45,34,75.6,2,2,4,1,12.5,,,,,,2014-2015
18,Gorka Iraizoz,es ESP,GK,Athletic Club,33,1981,6,6,540,6.0,6,1.00,21,15,71.4,2,1,3,3,50.0,,,,,,2014-2015
19,Mitchell Langerak,au AUS,GK,Dortmund,25,1988,1,1,90,1.0,1,1.00,2,1,50.0,0,1,0,0,0.0,,,,,,2014-2015
20,Bernd Leno,de GER,GK,Leverkusen,22,1992,8,8,750,8.3,5,0.60,18,13,72.2,4,1,3,3,37.5,,,,,,2014-2015
21,Yuri Lodygin,ru RUS,GK,Zenit,24,1990,6,6,540,6.0,6,1.00,22,16,72.7,2,1,3,3,50.0,,,,,,2014-2015
22,Paulo Lopes,pt POR,GK,Benfica,36,1978,1,0,70,0.8,1,1.29,4,3,75.0,0,0,0,0,,,,,,,2014-2015
23,Emiliano Martínez,ar ARG,GK,Arsenal,21,1992,2,2,180,2.0,1,0.50,8,7,87.5,2,0,0,1,50.0,,,,,,2014-2015
24,Simon Mignolet,be BEL,GK,Liverpool,26,1988,6,6,540,6.0,9,1.50,32,23,71.9,1,2,3,0,0.0,,,,,,2014-2015
25,Artur Moraes,br BRA,GK,Benfica,33,1981,3,3,200,2.2,2,0.90,9,7,77.8,0,2,1,2,66.7,,,,,,2014-2015
26,Fernando Muslera,uy URU,GK,Galatasaray,28,1986,5,5,450,5.0,15,3.00,33,18,54.5,0,1,4,0,0.0,,,,,,2014-2015
27,Keylor Navas,cr CRC,GK,Real Madrid,27,1986,2,2,180,2.0,0,0.00,6,6,100.0,2,0,0,2,100.0,,,,,,2014-2015
28,Manuel Neuer,de GER,GK,Bayern Munich,28,1986,12,12,"1,080",12.0,13,1.08,36,23,63.9,8,1,3,6,50.0,,,,,,2014-2015
29,Jan Oblak,si SVN,GK,Atlético Madrid,21,1993,4,3,367,4.1,4,0.98,23,19,82.6,1,0,2,1,33.3,,,,,,2014-2015
30,Robin Olsen,se SWE,GK,Malmö,24,1990,6,6,540,6.0,15,2.50,49,34,69.4,1,0,5,1,16.7,,,,,,2014-2015
31,David Ospina,co COL,GK,Arsenal,25,1988,3,2,208,2.3,4,1.73,12,8,66.7,1,0,1,1,50.0,,,,,,2014-2015
32,Urko Pardo,cy CYP,GK,APOEL FC,31,1983,6,6,540,6.0,12,2.00,38,26,68.4,0,1,5,0,0.0,,,,,,2014-2015
33,Rui Patrício,pt POR,GK,Sporting CP,26,1988,6,6,540,6.0,12,2.00,27,15,55.6,2,1,3,0,0.0,,,,,,2014-2015
34,Silvio Proto,be BEL,GK,Anderlecht,31,1983,5,5,450,5.0,9,1.80,31,22,71.0,1,2,2,1,20.0,,,,,,2014-2015
35,Andriy Pyatov,ua UKR,GK,Shakhtar,30,1984,8,8,720,8.0,11,1.37,41,30,73.2,2,4,2,4,50.0,,,,,,2014-2015
36,Roberto,es ESP,GK,Olympiacos,28,1986,6,6,540,6.0,13,2.17,34,21,61.8,3,0,3,1,16.7,,,,,,2014-2015
37,Davy Roef,be BEL,GK,Anderlecht,20,1994,1,1,90,1.0,1,1.00,3,2,66.7,0,1,0,0,0.0,,,,,,2014-2015
38,Salvatore Sirigu,it ITA,GK,Paris S-G,27,1987,10,10,930,10.3,14,1.35,32,18,56.3,4,3,3,2,20.0,,,,,,2014-2015
39,Łukasz Skorupski,pl POL,GK,Roma,23,1991,2,2,180,2.0,3,1.50,8,5,62.5,0,1,1,0,0.0,,,,,,2014-2015
40,Artem Soroko,by BLR,GK,BATE Borisov,22,1992,1,1,90,1.0,3,3.00,8,5,62.5,0,0,1,0,0.0,,,,,,2014-2015
41,Vladislav Stoyanov,bg BUL,GK,Ludogorets,27,1987,5,5,450,5.0,13,2.60,35,22,62.9,1,1,3,1,20.0,,,,,,2014-2015
42,Danijel Subašić,hr CRO,GK,Monaco,29,1984,10,10,900,10.0,5,0.50,36,31,86.1,4,3,3,6,60.0,,,,,,2014-2015
43,Wojciech Szczęsny,pl POL,GK,Arsenal,24,1990,4,4,330,3.7,6,1.64,21,15,71.4,2,1,1,0,0.0,,,,,,2014-2015
44,Marc-André ter Stegen,de GER,GK,Barcelona,22,1992,13,13,"1,170",13.0,11,0.85,41,30,73.2,11,0,2,6,46.2,,,,,,2014-2015
45,Tomáš Vaclík,cz CZE,GK,Basel,25,1989,8,8,720,8.0,13,1.62,49,36,73.5,2,2,4,2,25.0,,,,,,2014-2015
46,Roman Weidenfeller,de GER,GK,Dortmund,33,1980,7,7,630,7.0,8,1.14,18,10,55.6,4,0,3,3,42.9,,,,,,2014-2015
47,Timon Wellenreuther,de GER,GK,Schalke 04,18,1995,2,2,180,2.0,5,2.50,13,8,61.5,1,0,1,0,0.0,,,,,,2014-2015
1,Christian Abbiati,it ITA,GK,Milan,36,1977,7,7,630,7.0,9,1.29,34,25,73.5,2,2,3,3,42.9,,,,,,2013-2014
2,Igor Akinfeev,ru RUS,GK,CSKA Moscow,27,1986,6,6,540,6.0,17,2.83,39,22,56.4,1,0,5,0,0.0,,,,,,2013-2014
3,Marco Amelia,it ITA,GK,Milan,31,1982,1,1,90,1.0,1,1.00,5,4,80.0,0,1,0,0,0.0,,,,,,2013-2014
4,Daniel Aranzubia,es ESP,GK,Atlético Madrid,33,1979,1,1,90,1.0,0,0.00,3,3,100.0,1,0,0,1,100.0,,,,,,2013-2014
5,Helton Arruda,br BRA,GK,Porto,35,1978,6,6,540,6.0,7,1.17,23,16,69.6,1,2,3,1,16.7,,,,,,2013-2014
6,Claudio Bravo,cl CHI,GK,Real Sociedad,30,1983,5,5,450,5.0,9,1.80,25,16,64.0,0,1,4,1,20.0,,,,,,2013-2014
7,Gianluigi Buffon,it ITA,GK,Juventus,35,1978,6,6,540,6.0,9,1.50,29,20,69.0,1,3,2,0,0.0,,,,,,2013-2014
8,Rafael Cabral,br BRA,GK,Napoli,23,1990,1,1,90,1.0,0,0.00,4,4,100.0,1,0,0,0,0.0,,,,,,2013-2014
9,Iker Casillas,es ESP,GK,Real Madrid,32,1981,13,13,"1,125",12.5,10,0.80,53,43,81.1,11,1,1,5,38.5,,,,,,2013-2014
10,Petr Čech,cz CZE,GK,Chelsea,31,1982,10,10,828,9.2,7,0.76,31,24,77.4,5,2,3,0,0.0,,,,,,2013-2014
11,Jasper Cillessen,nl NED,GK,Ajax,24,1989,5,5,450,5.0,4,0.80,13,9,69.2,2,2,1,2,40.0,,,,,,2013-2014
12,Thibaut Courtois,be BEL,GK,Atlético Madrid,21,1992,12,12,"1,110",12.3,10,0.81,47,37,78.7,8,3,1,5,41.7,,,,,,2013-2014
13,Łukasz Fabiański,pl POL,GK,Arsenal,28,1985,2,1,141,1.6,3,1.91,11,8,72.7,0,1,1,0,0.0,,,,,,2013-2014
14,Ralf Fährmann,de GER,GK,Schalke 04,24,1988,4,4,360,4.0,9,2.25,26,17,65.4,1,1,2,2,50.0,,,,,,2013-2014
15,Fraser Forster,eng ENG,GK,Celtic,25,1988,6,6,540,6.0,14,2.33,37,23,62.2,1,0,5,0,0.0,,,,,,2013-2014
16,David de Gea,es ESP,GK,Manchester Utd,22,1990,10,10,900,10.0,9,0.90,31,22,71.0,5,3,2,5,50.0,,,,,,2013-2014
17,Joe Hart,eng ENG,GK,Manchester City,26,1987,7,7,630,7.0,12,1.71,37,25,67.6,4,0,3,1,14.3,,,,,,2013-2014
18,Timo Hildebrand,de GER,GK,Schalke 04,34,1979,4,4,360,4.0,6,1.50,15,9,60.0,2,0,2,2,50.0,,,,,,2013-2014
19,Eray İşcan,tr TUR,GK,Galatasaray,22,1991,2,2,180,2.0,5,2.50,6,1,16.7,0,0,2,0,0.0,,,,,,2013-2014
20,Thomas Kaminski,be BEL,GK,Anderlecht,20,1992,3,3,270,3.0,9,3.00,20,11,55.0,0,1,2,0,0.0,,,,,,2013-2014
21,Matúš Kozáčik,sk SVK,GK,Viktoria Plzeň,29,1983,6,6,540,6.0,17,2.83,44,27,61.4,1,0,5,0,0.0,,,,,,2013-2014
22,Mitchell Langerak,au AUS,GK,Dortmund,24,1988,2,1,135,1.5,1,0.67,8,7,87.5,1,0,0,1,100.0,,,,,,2013-2014
23,Bernd Leno,de GER,GK,Leverkusen,21,1992,8,8,720,8.0,16,2.00,53,37,69.8,3,1,4,3,37.5,,,,,,2013-2014
24,Heinz Lindner,at AUT,GK,Austria Wien,23,1990,6,6,540,6.0,10,1.67,40,30,75.0,1,2,3,1,16.7,,,,,,2013-2014
25,Yuri Lodygin,ru RUS,GK,Zenit,23,1990,7,7,630,7.0,14,2.00,47,33,70.2,1,3,3,2,28.6,,,,,,2013-2014
26,Diego López,es ESP,GK,Real Madrid,31,1981,1,0,75,0.8,1,1.20,4,3,75.0,1,0,0,0,,,,,,,2013-2014
27,Vyacheslav Malafeev,ru RUS,GK,Zenit,34,1979,1,1,90,1.0,0,0.00,3,3,100.0,1,0,0,1,100.0,,,,,,2013-2014
28,Steve Mandanda,fr FRA,GK,Marseille,28,1985,6,6,540,6.0,14,2.33,34,20,58.8,0,0,6,0,0.0,,,,,,2013-2014
29,José Manuel Pinto,es ESP,GK,Barcelona,37,1975,4,4,360,4.0,5,1.25,14,9,64.3,1,1,2,0,0.0,,,,,,2013-2014
30,Artur Moraes,br BRA,GK,Benfica,32,1981,6,6,540,6.0,8,1.33,25,17,68.0,3,1,2,1,16.7,,,,,,2013-2014
31,Fernando Muslera,uy URU,GK,Galatasaray,27,1986,6,6,540,6.0,12,2.00,39,27,69.2,2,2,2,1,16.7,,,,,,2013-2014
32,Manuel Neuer,de GER,GK,Bayern Munich,27,1986,12,12,"1,080",12.0,13,1.08,44,31,70.5,7,2,3,4,33.3,,,,,,2013-2014
33,Costel Pantilimon,ro ROU,GK,Manchester City,26,1987,1,1,90,1.0,2,2.00,6,4,66.7,1,0,0,0,0.0,,,,,,2013-2014
34,Silvio Proto,be BEL,GK,Anderlecht,30,1983,3,3,270,3.0,7,2.33,16,9,56.3,0,0,3,0,0.0,,,,,,2013-2014
